Student_ID,Name,Email,Course_Code,Midterm,Final,Attendance
S764,Leslie Herrera,michaelmendez@@taylor.com,IQ101,103.2687946,99.6,79
S765,Justin Phillips MD,williamhernandez@example.com,IQ201,67.7,,100
S766,,john.griffin@example.org,IQ101,77.1,53.2,83
S767,Stefanie Hall,pzamora@example.net,IQ101,79.8,75.9,85
S768,Erica Adams,zmoreno@example.org,IQ101,68,55.7,91
S769,ANDREA MILLER,amiller964@university.edu,IQ101,82.7,70.5,100
S770,Ryan Christian,vincent27,IQ101,57.5,37.8,unknown
S771,Mark Nelson,george83,IQ101,74.6,102.8115224,unknown
S772,RYAN ENGLISH,renglish210@university.edu,IQ101,99.9,71.6,97
S773,Katrina Acevedo,gallegosdennis@example.org,IQ101,66,84.6,92
S774,MARY SERRANO,,IQ101,60,82.2,93
S775,Cheyenne Ochoa,mark00,IQ101,86.5,95.2,88
S776,TERRANCE VAUGHN,tvaughn662@university.edu,IQ101,73.5,75.1,94
S777,Jimmy Johnson,jjohnson562@university.edu,IQ101,61.8,66.4,63
S778,Kerry Scott,ashleejones@example.org,IQ101,71.6,83.1,85
S779,Deborah Rodriguez,maddenlisa@example.net,IQ102,88.7,66.8,90
S780,Charles Armstrong,carmstrong171@university.edu,IQ102,97.4,74.2,seventy-five
S781,Nicole Parks,nparks180@university.edu,IQ101,74.7,67.5,76
S782,Stefanie James,sjames244@university.edu,IQ101,38.6,90.4,92
S783,Tonya Walter,twalter379@university.edu,IQ101,86.1,74.1,86
S784,Natalie Cole,ncole353@university.edu,IQ102,76,85.2,100
S785,Lisa Miller,danielstephens@@paul.com,IQ101,51.6,70.6,
S786,Jason Vasquez,,IQ101,86.9,60.4,100
S787,Kimberly Graham,jennifer61@example.org,IQ101,79.4,59,83
S788,David Buchanan,zfreeman@@howell.biz,IQ102,82,77.5,86
S789,Barry Campbell,cuevasmatthew@example.com,IQ101,50.8,94.3,87
S790,James Avila,johnsconnor@@horton.net,IQ101,64,66.7,83
S791,Tyrone White,dustin95,IQ,78,94.1,90
S792,Melissa Trevino,mtrevino120@university.edu,IQ201,59.8,78.9,80
S793,Michael Castillo,mcastillo95@university.edu,IQ102,81.4,87.7,77
S794,TIMOTHY WILSON,twilson801@university.edu,IQ102,77.6,72.9,94
S795,Rachel Barker,rbarker457@university.edu,IQ101,62.6,79.2,94
S796,Janet Nelson,mortonjoe,IQ101,-5,37.1,unknown
S797,,beverly.lang@example.net,IQ,81.5,90.7,seventy-five
S798,TAMARA LONG,danielhayes@example.net,IQ,39.6,63.9,80
S799,Joshua Harrell,jharrell316@university.edu,IQ102,84.3,106.8049366,97
S800,Robert Chandler,walkermichelle@example.org,IQ101,75.3,67.8,82
S801,Gerald Johnson,gjohnson826@university.edu,IQ101,72.3,97.2,91
S802,Louis Johnson,ljohnson856@university.edu,IQ101,65.3,66.8,100%
S803,Nicholas Rodgers,nrodgers889@university.edu,IQ101,67.8,64.7,96
S804,Donald Campbell,vryan@@anderson-moore.com,IQ101,76.8,100.7454984,88
S805,William Howell,,IQ101,79.8,74.5,93
S806,Anna West,awest474@university.edu,IQ101,70.6,56.1,83
S807,Jamie Keller,jkeller391@university.edu,IQ102,88.2,76.9,86
S808,Amanda Davis,adavis600@university.edu,IQ101,72.3,122.7035059,86
S809,Hunter Johnson,hjohnson3@university.edu,IQ101,79.5,67.5,81
S810,Julie Bennett,jbennett128@university.edu,IQ102,105,94.1,86
S811,Dana Stevens,dstevens705@university.edu,IQ101,110,57.9,73
S812,Eric Sullivan,,IQ201,88.8,68.6,83
S813,Nancy Curtis,gonzalezjohn@example.org,IQ101,103.0994666,93.1,85
S814,Robert Lawson,rlawson265@university.edu,IQ101,68.3,95.9,85
S815,Karla White,kwhite525@university.edu,IQ102,76,89.9,86
S816,Michael Booth,,IQ101,82.3,66.2,87
S817,Paul Powers,ppowers473@university.edu,IQ101,65.3,92.4,93
S818,Matthew Hinton,mhinton430@university.edu,IQ102,70,72.3,97
S819,Kimberly Smith,ksmith655@university.edu,IQ101,60.7,83.9,82
S820,David Mcgee,dmcgee97@university.edu,IQ101,105.9378738,63.1,76
S821,Patrick Davis,pdavis866@university.edu,IQ101,,97.8,78
S822,David Shelton,dshelton99@university.edu,IQ101,73.8,84.3,83
S823,Shawn Jones,sjones289@university.edu,IQ101,59.1,84,84
S824,Rebecca Hamilton,smithphillip@example.com,IQ101,72.2,91.8,80
S825,Sean Roth,sroth919@university.edu,IQ101,92.8,114.253891,75
S826,Jessica Coleman,odomwilliam@@wilson.com,IQ102,83.7,82.6,
S827,Michael Evans,mevans939@university.edu,IQ102,77.9,73.1,83
S828,Cody Owens,smithcheryl,IQ101,80.1,73.9,90
S829,Christopher Estrada,elizabeth44@example.com,IQ101,77.5,96.4,94
S830,Lindsey Moss,rbartlett995@university.edu,IQ101,59.9,94,82
S831,Amy Foley,melissabaker,IQ101,94.8,76.3,84
S832,Nicole Branch,nbranch708@university.edu,IQ101,43.2,69.5,79
S833,ANDREA MUELLER,snyderryan@@noble-davidson.com,IQ101,94.5,77.7,88
S834,Ann Webb,awebb481@university.edu,IQ,60,70.9,80
S835,JOHN BURGESS,jburgess773@university.edu,IQ,87.6,85.7,94
S836,Chelsea Robinson,crobinson205@university.edu,IQ101,71.4,72.9,70
S837,WILLIAM ROBERTS,matthewduncan@example.com,IQ102,105,65.1,84
S838,Wanda Welch,wwelch513@university.edu,IQ201,99.2,73.5,100%
S839,BENJAMIN GRAHAM,bgraham840@university.edu,IQ101,93.3,99.3,91
S840,Joshua Robinson,,IQ101,90,72,90
S841,,roger.moore@example.net,IQ101,81.1,77.7,100
S842,Andrew Davidson,donaldsoncurtis@example.com,IQ201,61.4,82.5,91
S843,Tracey Smith,alexis68@example.com,IQ101,57.3,94.6,78
S844,Richard Marquez,jennifer51@example.com,IQ101,68,80.8,87
S845,Frank Bishop,fbishop234@university.edu,IQ101,79.2,74.4,70
S846,Angela Campbell,acampbell533@university.edu,IQ101,83.8,71.4,87
S847,Michelle Harvey,mharvey42@university.edu,IQ,88.1,59.2,80
S848,Mr. Marc Reid DDS,mdds754@university.edu,IQ101,76.9,105.145006,97
S849,Linda Williams,lwilliams298@university.edu,IQ101,60,68.5,83
S850,Pamela Logan,mckenzieadams@@robinson.com,IQ101,82.7,80.5,87
S851,Meghan Williams,mwilliams691@university.edu,IQ101,80.3,84.8,82
S852,TARA LARSEN,tlarsen88@university.edu,IQ101,84.5,93.5,100
S853,Teresa Stafford,austincaleb@example.net,IQ102,81.1,74.6,85
S854,Andrew Singleton,asingleton204@university.edu,IQ101,85.1,104.5983471,100
S855,Cathy Murphy,linjennifer,IQ101,73,64.4,96
S856,Richard Chan,irich@example.org,IQ101,91.6,76.3,93
S857,Morgan Brown,mbrown410@university.edu,IQ201,42.4,89.9,92
S858,Robert Jones,shelbyguzman@@woodard.com,IQ101,67,107,92
S859,Chase Aguilar,caguilar502@university.edu,IQ101,80,80.7,69
S860,Dwayne Smith,dsmith55@university.edu,IQ101,,71.9,85
S861,Cheryl Salas,csalas620@university.edu,IQ101,82.7,74.4,96
S862,ANDREW JACKSON,ajackson79@university.edu,IQ101,86.1,86.6,88
S863,Michael Collins,mcollins301@university.edu,IQ101,61,,74
S864,Anna Dickerson,adickerson881@university.edu,IQ101,67,89.3,87
S865,Jessica Patterson,,IQ101,80.5,103.7345715,100
S866,Jessica Burgess,vlamb@@brown-coleman.com,IQ201,71.6,73.1,100
S867,Cynthia Clark,lmontgomery163@university.edu,IQ101,74.7,73.8,87
S868,Karen Garrison,sharpjohn,IQ,87,55.4,98
S869,Micheal Brock,sglenn@example.net,IQ101,59.2,63.1,84
S870,Michael Elliott,melliott702@university.edu,IQ101,89.3,101.9485872,71
S871,Jeremy Hall,jhall58@university.edu,IQ101,73.4,75.6,79
S872,Joseph Allen,kimberlyjensen@@ellis-medina.com,IQ101,76.1,94.3,100
S873,Lacey Nguyen,lnguyen47@university.edu,IQ201,61.1,81.3,85
S874,Alyssa Diaz,adiaz784@university.edu,IQ101,89.6,85,86
S875,Kevin Valdez PhD,kphd366@university.edu,IQ102,77.8,92,85
S876,Linda Rodriguez,lrodriguez320@university.edu,IQ101,34.5,87.5,100
S877,Samuel Li,sli346@university.edu,IQ102,65.2,52.4,100
S878,Andrew House,ahouse433@university.edu,IQ101,82.7,97.2,100
S879,Michael Briggs,crogers992@university.edu,IQ101,72.9,91.3,86
S880,Michael Richardson,mrichardson828@university.edu,IQ101,99.2,96.4,91
S881,Mercedes Garcia,mgarcia831@university.edu,IQ101,99.6,88.4,73
S882,Timothy Moore,tmoore447@university.edu,IQ101,76.1,55.6,100
S883,Brandon Robinson,randygreen,IQ101,71.3,66.2,76
S884,Jasmine Hernandez,jhernandez588@university.edu,IQ101,107.5641408,,90
S885,Jamie Monroe,jmonroe865@university.edu,IQ101,76.8,85.7,77
S886,Sherry Deleon,sdeleon544@university.edu,IQ,75.7,101.7307146,82
S887,DAVID JOHNSON,djohnson310@university.edu,IQ101,65.7,80.7,80
S888,JOSHUA DAVIS,jdavis425@university.edu,IQ102,63.9,59.5,82
S889,Amy Greer,bnelson@example.net,IQ101,65.8,,83
S890,John Osborn,,IQ101,68.6,68.3,
S891,Cynthia Holmes,merrittbrandon@@roberson.com,IQ101,53.9,76.8,83
S892,Nicole Huber,nhuber960@university.edu,IQ101,52.4,88.6,96
S893,Lawrence White,reyesbrandon@@morrow.com,IQ101,76.2,57.6,77
S894,Robert Lopez,rlopez474@university.edu,IQ101,70.4,67.5,90
S895,Patricia Townsend,ptownsend446@university.edu,IQ101,79.8,96.8,100
S896,Alice Chandler,hamiltondavid@@frey-cook.com,IQ101,46.9,79.6,83
S897,Leonard Smith,lsmith704@university.edu,IQ101,,87.4,81
S898,Allison Lucas,alucas252@university.edu,IQ201,78.2,67.5,86
S899,Tonya Ramsey,xmartin@example.org,IQ101,70.2,66.9,seventy-five
S900,Taylor Fernandez,tfernandez30@university.edu,IQ102,91.1,78.3,100
S901,Sean Jackson,mlee140@university.edu,IQ102,103.5178603,77.2,90
S902,Edwin Floyd,fmanning@example.com,IQ101,64.4,56.8,N/A
S903,Karl Brown,pturner@@shields-santos.biz,IQ102,48,55.8,83
S904,Michael Dominguez,mdominguez966@university.edu,IQ102,79,85.1,93
S905,Anthony Perkins,aperkins513@university.edu,IQ101,51.3,90.5,77
S906,Julia Barber,kathleen79@example.org,IQ101,67.8,80.1,95
S907,Amanda Wilson,gonzalezevan,IQ101,99.2,90.6,unknown
S908,Michael Johnson,mjohnson400@university.edu,IQ101,71,65.5,92
S909,Amanda Daniels,deborah00,IQ101,42.7,67.9,85
S910,,brandon30.smith@example.com,IQ101,,64.2,80
S911,Michael Freeman,mfreeman717@university.edu,IQ101,73,79.1,79
S912,Michael Wilkinson,mwilkinson987@university.edu,IQ101,71.6,68.9,93
S913,Deanna Rasmussen,drasmussen377@university.edu,IQ101,77.5,84.2,100
S559,Amy Hernandez,,IQ101,58.6,97.8,82
S915,Robert Rhodes,gregoryallen@example.net,IQ102,73.5,78.3,93
S916,Erika Sullivan,joshua88@example.com,IQ101,85.6,81.3,67
S917,Victoria Hays,simpsonpeggy@example.com,IQ102,89.3,115,82
S918,Paul Martin,reyesmichael@example.net,IQ101,65.8,83.1,88
S919,Paul Obrien,lindsayjames,IQ101,57.8,79.5,79
S920,Glen Briggs,millervincent@example.org,IQ101,74.5,75.1,79
S921,Jasmine Steele,paulchelsea@@johnson.com,IQ101,73.1,51.7,81
S922,George Torres,gtorres35@university.edu,IQ201,66.8,79.3,91
S923,SHARON WASHINGTON,swashington755@university.edu,IQ201,77.4,63.6,86
S924,Christopher Wang,martinmonica@example.org,IQ101,94,65.9,66
S925,AMY THOMAS,athomas361@university.edu,IQ102,89.5,84,67
S926,Amanda Graves,shafferchristine@example.net,IQ101,65.3,102.8543525,82
S927,Rick Salazar,rsalazar657@university.edu,IQ101,57.1,90.9,93
S928,Rose Trujillo,rtrujillo85@university.edu,IQ102,90,68.6,61
S929,Julia Bray,alexisjackson@example.com,IQ101,95.9,74.5,83
S930,Mary Smith,msmith962@university.edu,IQ102,,81.6,83
S931,Brooke Banks,bbanks704@university.edu,IQ101,73,89.4,N/A
S932,ASHLEE DAY,aday377@university.edu,IQ101,86.9,53.5,100
S933,Lisa Spencer,alexander96@@scott-gilbert.net,IQ101,94.6,54.7,84
S934,PENNY RANGEL,sthomas@@zimmerman-brown.com,IQ101,90.5,93.8,92
S935,Toni Martinez,xfloyd,IQ101,58.6,72.2,89
S936,Holly Villarreal,hvillarreal267@university.edu,IQ101,58.4,75,67
S937,Jessica Mccoy,jmccoy15@university.edu,IQ101,70.4,88.9,96
S938,Angela Figueroa,kariburnett,IQ101,94.7,97.5,90
S939,James Espinoza PhD,jphd883@university.edu,IQ101,66.6,75.1,93
S940,Jennifer Martin,jmartin442@university.edu,IQ101,49.7,66.7,100
S941,Brianna Garrett,amy74,IQ101,89.5,100.6181595,67
S942,David Shepherd,dshepherd298@university.edu,IQ101,56.5,69.7,100
S943,Timothy Compton,tcompton597@university.edu,IQ101,74.6,81.9,85
S944,David Rodriguez,drodriguez332@university.edu,IQ101,62.9,83.9,91
S945,Edward Williams,ewilliams434@university.edu,IQ101,67.9,77.8,88
S946,Alicia Wilson,awilson341@university.edu,IQ101,83.2,78.1,84
S947,Madison York,myork687@university.edu,IQ101,68.5,,82
S948,Elizabeth Walters,ewalters260@university.edu,IQ101,73.7,72.8,91
S949,Cynthia Lewis,shawn09@@stevenson.biz,IQ101,71.1,100.3810604,73
S950,Stephanie Moore,smoore174@university.edu,IQ101,105,73.9,96
S951,Sarah Williams,johnwood,IQ101,85.5,73.3,84
S952,James Gregory,jgregory46@university.edu,IQ101,92.6,83.2,77
S953,Carol White,johnsonjulie,IQ101,73.4,84.3,83
S954,Anthony Kidd,simmonssarah,IQ101,51.4,62.2,100
S955,LAURA WALKER,lwalker169@university.edu,IQ101,57.1,80,83
S956,Jordan Simmons,jsimmons874@university.edu,IQ102,100.987725,109.238202,92
S957,Dustin Owens,dowens56@university.edu,IQ101,84.6,85,81
S958,Kerry Williams,jeankennedy@example.org,IQ101,48,70.4,96
S959,Timothy Atkins,craig84,IQ101,63.2,,95
S960,Todd Charles,tcharles867@university.edu,IQ101,72.5,71.4,100
S961,Christopher Morris,cmorris291@university.edu,IQ101,45.3,88.5,86
S962,Jeremy Perez,jperez913@university.edu,IQ101,58.9,81.3,95
S963,Daniel Thomas,robertsonjeffrey,IQ101,106.11124,65.1,89
S964,Mr. Kenneth Perkins,meganhardy,IQ101,37,74,100
S965,Joshua Curtis,jcurtis697@university.edu,IQ101,91.5,105.4168644,81
S966,Hector Johnson,mkelley,IQ101,56.6,85,95
S967,Kelly Palmer,,IQ101,68,76.5,86
S968,Julia Nicholson,jnicholson644@university.edu,IQ102,114.6651502,57,87
S969,Scott Bradley,gcharles@example.net,IQ101,78.8,84.5,89
S970,Jean Roth,ashley20@example.com,IQ101,91.3,79.4,91
S971,Andrew Harrington,aharrington50@university.edu,IQ101,79.6,72.5,87
S972,Jonathan Reid,rosswendy@example.net,IQ101,79,73.2,90
S973,Melanie Cooper,mcooper246@university.edu,IQ101,84.3,72.8,100
S974,JEFFREY MILLER,rford@example.org,IQ101,80.7,77.6,98
S975,Christian Alvarado,newmanrichard@example.net,IQ101,91.9,77.3,97
S976,Jackie Anderson,janderson826@university.edu,IQ101,105,95.7,83
S977,Howard Bailey,hbailey99@university.edu,IQ101,61.4,68.8,79
S978,Lisa Watson,thomas11@example.org,IQ101,66.1,97.2,98
S979,MELISSA GONZALEZ,nancylee@example.net,IQ101,43,121.9284795,97
S980,Joshua Nunez,jnunez42@university.edu,IQ101,90.8,81.1,100
S981,Anita Becker,abecker731@university.edu,IQ101,74.2,82,82
S982,Kenneth Garner DDS,kdds298@university.edu,IQ101,82.8,87,86
S983,Adam Walker,awalker131@university.edu,IQ101,83.3,79.3,72
S984,Mrs. Donna Bates DDS,tjackson484@university.edu,IQ201,72,75.9,84
S985,Timothy Hawkins,thawkins423@university.edu,IQ101,72.1,93.9,98
S986,Michael Dyer,mdyer261@university.edu,IQ101,83.9,36.8,83
S987,Mrs. Misty Morse,jason06@example.net,IQ101,84.8,80.7,94
S988,Daniel Rosario,drosario427@university.edu,IQ101,74.7,72.6,86
S989,Mitchell Wolf,mwolf687@university.edu,IQ102,91.9,91.3,91
S990,Lauren Adams,wallscharles@example.net,IQ101,63.4,,77
S991,Cole Carr,brenda11@example.com,IQ101,60.4,58.7,89
S992,Jesse Jones,jjones405@university.edu,IQ,65.6,90.1,58
S993,,zack.vargas@example.com,IQ101,89.3,85.2,86
S994,Thomas Johnson,wdalton@@walker.com,IQ102,85.9,85.2,72
S995,James Dunn,juanliu,IQ101,65.4,84,100
S996,Vanessa Johns,vjohns129@university.edu,IQ101,87,88.6,96
S997,Tracy Roach,troach193@university.edu,IQ101,92.8,87.9,93
S998,Neil Oconnor,noconnor447@university.edu,IQ101,80.3,93,100
S999,HALEY MORROW,hmorrow789@university.edu,IQ102,74.6,65.7,79
S1000,Mrs. Courtney Miller,mmiller157@university.edu,IQ101,72.6,67.6,100
